symbol,direction,entry_time,entry_price,exit_time,exit_price,stake,multiplier,pnl,outcome,equity_after
R_10,sell,2026-06-18T06:30:00.000Z,4847.986,2026-06-27T07:45:00.000Z,4925.553776,20,50,-16.00,SL,984.00
