symbol,window_start,window_end,regime,trades,wins,losses,gross_profit,gross_loss,total_return_pct,max_drawdown_pct,exit_reasons
1HZ100V,2025-07-09,2025-10-07,ranging/high-vol,3,1,2,0.21,1.60,-13.94,15.68,"BIAS_REVERSAL:1 SL:2"
1HZ100V,2025-08-08,2025-11-06,ranging/high-vol,1,0,1,0.00,0.80,-8,8,"SL:1"
1HZ100V,2025-09-07,2025-12-06,ranging/high-vol,1,0,1,0.00,0.80,-8,8,"SL:1"
1HZ100V,2025-10-07,2026-01-05,ranging/high-vol,1,0,1,0.00,0.80,-8,8,"SL:1"
1HZ100V,2025-11-06,2026-02-04,ranging/high-vol,3,1,2,1.60,0.82,7.79,8,"SL:1 TP:1 EOD_MARK:1"
1HZ100V,2025-12-06,2026-03-06,ranging/high-vol,3,1,2,1.60,1.60,0,8,"SL:2 TP:1"
1HZ100V,2026-01-05,2026-04-05,ranging/high-vol,2,1,1,1.60,0.80,8,6.9,"TP:1 SL:1"
1HZ100V,2026-02-04,2026-05-05,ranging/high-vol,1,0,1,0.00,0.80,-8,8,"SL:1"
1HZ100V,2026-03-06,2026-06-04,ranging/high-vol,2,0,2,0.00,0.91,-9.13,9.13,"SL:1 EOD_MARK:1"
1HZ100V,2026-04-05,2026-07-04,ranging/high-vol,2,1,1,0.27,0.80,-5.27,8,"SL:1 BIAS_REVERSAL:1"
