symbol,window_start,window_end,regime,trades,wins,losses,gross_profit,gross_loss,total_return_pct,max_drawdown_pct,exit_reasons
frxEURUSD,2025-07-09,2025-10-07,ranging/med-vol,3,0,3,0.00,0.42,-4.15,4.15,"BIAS_REVERSAL:2 EOD_MARK:1"
frxEURUSD,2025-08-08,2025-11-06,ranging/low-vol,2,0,2,0.00,0.32,-3.17,3.17,"BIAS_REVERSAL:2"
frxEURUSD,2025-09-07,2025-12-06,ranging/low-vol,2,0,2,0.00,0.20,-1.95,1.95,"BIAS_REVERSAL:1 EOD_MARK:1"
frxEURUSD,2025-10-07,2026-01-05,ranging/low-vol,1,1,0,0.12,0.00,1.18,0,"BIAS_REVERSAL:1"
frxEURUSD,2025-11-06,2026-02-04,ranging/low-vol,1,1,0,0.12,0.00,1.18,0,"BIAS_REVERSAL:1"
frxEURUSD,2025-12-06,2026-03-06,trending/low-vol,1,1,0,0.00,0.00,0.04,0,"BIAS_REVERSAL:1"
frxEURUSD,2026-01-05,2026-04-05,ranging/med-vol,1,1,0,0.01,0.00,0.15,0,"EOD_MARK:1"
frxEURUSD,2026-02-04,2026-05-05,ranging/med-vol,1,0,1,0.00,0.20,-1.99,1.99,"BIAS_REVERSAL:1"
frxEURUSD,2026-03-06,2026-06-04,ranging/low-vol,2,1,1,0.01,0.20,-1.93,1.99,"BIAS_REVERSAL:1 EOD_MARK:1"
frxEURUSD,2026-04-05,2026-07-04,ranging/low-vol,1,1,0,0.15,0.00,1.53,0,"EOD_MARK:1"
frxGBPUSD,2025-07-09,2025-10-07,ranging/med-vol,3,0,3,0.00,0.32,-3.17,3.17,"BIAS_REVERSAL:3"
frxGBPUSD,2025-08-08,2025-11-06,ranging/med-vol,2,1,1,0.13,0.12,0.07,1.19,"BIAS_REVERSAL:1 EOD_MARK:1"
frxGBPUSD,2025-09-07,2025-12-06,ranging/low-vol,2,1,1,0.07,0.12,-0.52,1.19,"BIAS_REVERSAL:2"
frxGBPUSD,2025-10-07,2026-01-05,ranging/low-vol,2,2,0,0.07,0.00,0.73,0,"BIAS_REVERSAL:1 EOD_MARK:1"
frxGBPUSD,2025-11-06,2026-02-04,ranging/low-vol,1,1,0,0.01,0.00,0.11,0,"BIAS_REVERSAL:1"
frxGBPUSD,2025-12-06,2026-03-06,ranging/med-vol,1,1,0,0.01,0.00,0.11,0,"BIAS_REVERSAL:1"
frxGBPUSD,2026-01-05,2026-04-05,trending/med-vol,1,1,0,0.12,0.00,1.19,0,"EOD_MARK:1"
frxGBPUSD,2026-02-04,2026-05-05,ranging/med-vol,1,0,1,0.00,0.12,-1.17,1.17,"BIAS_REVERSAL:1"
frxGBPUSD,2026-03-06,2026-06-04,ranging/med-vol,2,0,2,0.00,0.14,-1.4,1.4,"BIAS_REVERSAL:1 EOD_MARK:1"
frxGBPUSD,2026-04-05,2026-07-04,ranging/med-vol,1,1,0,0.04,0.00,0.36,0,"EOD_MARK:1"
frxUSDJPY,2025-07-09,2025-10-07,ranging/med-vol,3,1,2,0.01,0.38,-3.76,3.76,"BIAS_REVERSAL:2 EOD_MARK:1"
frxUSDJPY,2025-08-08,2025-11-06,ranging/med-vol,2,0,2,0.00,0.45,-4.45,4.45,"BIAS_REVERSAL:2"
frxUSDJPY,2025-09-07,2025-12-06,ranging/med-vol,2,1,1,0.08,0.41,-3.25,4.08,"BIAS_REVERSAL:1 EOD_MARK:1"
frxUSDJPY,2025-10-07,2026-01-05,ranging/med-vol,1,1,0,0.18,0.00,1.85,0,"EOD_MARK:1"
frxUSDJPY,2025-11-06,2026-02-04,trending/med-vol,1,1,0,0.16,0.00,1.59,0,"EOD_MARK:1"
frxUSDJPY,2025-12-06,2026-03-06,ranging/med-vol,1,0,1,0.00,0.18,-1.79,1.79,"BIAS_REVERSAL:1"
frxUSDJPY,2026-01-05,2026-04-05,trending/med-vol,2,1,1,0.07,0.32,-2.44,3.17,"BIAS_REVERSAL:1 EOD_MARK:1"
frxUSDJPY,2026-02-04,2026-05-05,ranging/med-vol,1,0,1,0.00,0.08,-0.79,0.79,"EOD_MARK:1"
frxUSDJPY,2026-03-06,2026-06-04,trending/low-vol,1,1,0,0.11,0.00,1.05,0,"EOD_MARK:1"
frxUSDJPY,2026-04-05,2026-07-04,trending/low-vol,1,1,0,0.10,0.00,1.04,0,"EOD_MARK:1"
frxUSDCHF,2025-07-09,2025-10-07,ranging/med-vol,3,0,3,0.00,0.55,-5.52,5.52,"BIAS_REVERSAL:3"
frxUSDCHF,2025-08-08,2025-11-06,ranging/med-vol,1,0,1,0.00,0.22,-2.24,2.24,"BIAS_REVERSAL:1"
frxUSDCHF,2025-09-07,2025-12-06,ranging/med-vol,0,0,0,0.00,0.00,0,0,""
frxUSDCHF,2025-10-07,2026-01-05,ranging/med-vol,0,0,0,0.00,0.00,0,0,""
frxUSDCHF,2025-11-06,2026-02-04,ranging/med-vol,0,0,0,0.00,0.00,0,0,""
frxUSDCHF,2025-12-06,2026-03-06,ranging/med-vol,0,0,0,0.00,0.00,0,0,""
frxUSDCHF,2026-01-05,2026-04-05,ranging/med-vol,1,1,0,0.16,0.00,1.58,0,"EOD_MARK:1"
frxUSDCHF,2026-02-04,2026-05-05,ranging/med-vol,1,0,1,0.00,0.08,-0.8,0.8,"BIAS_REVERSAL:1"
frxUSDCHF,2026-03-06,2026-06-04,ranging/med-vol,1,0,1,0.00,0.08,-0.8,0.8,"BIAS_REVERSAL:1"
frxUSDCHF,2026-04-05,2026-07-04,ranging/med-vol,1,1,0,0.05,0.00,0.47,0,"EOD_MARK:1"
frxAUDUSD,2025-07-09,2025-10-07,ranging/med-vol,2,0,2,0.00,0.27,-2.7,2.7,"BIAS_REVERSAL:2"
frxAUDUSD,2025-08-08,2025-11-06,ranging/med-vol,1,0,1,0.00,0.11,-1.1,1.1,"BIAS_REVERSAL:1"
frxAUDUSD,2025-09-07,2025-12-06,ranging/med-vol,0,0,0,0.00,0.00,0,0,""
frxAUDUSD,2025-10-07,2026-01-05,ranging/med-vol,0,0,0,0.00,0.00,0,0,""
frxAUDUSD,2025-11-06,2026-02-04,trending/med-vol,1,1,0,0.44,0.00,4.43,0,"EOD_MARK:1"
frxAUDUSD,2025-12-06,2026-03-06,ranging/med-vol,1,1,0,0.45,0.00,4.48,0,"EOD_MARK:1"
frxAUDUSD,2026-01-05,2026-04-05,ranging/med-vol,1,1,0,0.25,0.00,2.49,0,"EOD_MARK:1"
frxAUDUSD,2026-02-04,2026-05-05,ranging/med-vol,1,0,1,0.00,0.21,-2.09,2.09,"BIAS_REVERSAL:1"
frxAUDUSD,2026-03-06,2026-06-04,ranging/med-vol,1,0,1,0.00,0.28,-2.83,2.83,"BIAS_REVERSAL:1"
frxAUDUSD,2026-04-05,2026-07-04,ranging/med-vol,1,1,0,0.02,0.00,0.16,0,"EOD_MARK:1"
frxUSDCAD,2025-07-09,2025-10-07,ranging/low-vol,2,2,0,0.09,0.00,0.95,0,"BIAS_REVERSAL:1 EOD_MARK:1"
frxUSDCAD,2025-08-08,2025-11-06,trending/low-vol,2,1,1,0.18,0.02,1.57,0.24,"BIAS_REVERSAL:1 EOD_MARK:1"
frxUSDCAD,2025-09-07,2025-12-06,ranging/low-vol,1,1,0,0.09,0.00,0.89,0,"BIAS_REVERSAL:1"
frxUSDCAD,2025-10-07,2026-01-05,ranging/low-vol,2,0,2,0.00,0.09,-0.89,0.89,"BIAS_REVERSAL:1 EOD_MARK:1"
frxUSDCAD,2025-11-06,2026-02-04,ranging/low-vol,1,0,1,0.00,0.12,-1.24,1.24,"BIAS_REVERSAL:1"
frxUSDCAD,2025-12-06,2026-03-06,ranging/low-vol,1,0,1,0.00,0.12,-1.24,1.24,"BIAS_REVERSAL:1"
frxUSDCAD,2026-01-05,2026-04-05,trending/low-vol,1,1,0,0.21,0.00,2.11,0,"EOD_MARK:1"
frxUSDCAD,2026-02-04,2026-05-05,ranging/low-vol,1,0,1,0.00,0.05,-0.54,0.54,"BIAS_REVERSAL:1"
frxUSDCAD,2026-03-06,2026-06-04,trending/low-vol,2,1,1,0.04,0.05,-0.14,0.54,"BIAS_REVERSAL:1 EOD_MARK:1"
frxUSDCAD,2026-04-05,2026-07-04,trending/low-vol,1,1,0,0.25,0.00,2.49,0,"EOD_MARK:1"
frxNZDUSD,2025-07-09,2025-10-07,ranging/med-vol,2,1,1,0.11,0.16,-0.47,1.57,"BIAS_REVERSAL:2"
frxNZDUSD,2025-08-08,2025-11-06,ranging/med-vol,2,1,1,0.04,0.21,-1.63,2.07,"BIAS_REVERSAL:1 EOD_MARK:1"
frxNZDUSD,2025-09-07,2025-12-06,ranging/med-vol,1,0,1,0.00,0.10,-0.96,0.96,"BIAS_REVERSAL:1"
frxNZDUSD,2025-10-07,2026-01-05,ranging/med-vol,1,0,1,0.00,0.10,-0.96,0.96,"BIAS_REVERSAL:1"
frxNZDUSD,2025-11-06,2026-02-04,ranging/med-vol,0,0,0,0.00,0.00,0,0,""
frxNZDUSD,2025-12-06,2026-03-06,ranging/med-vol,1,0,1,0.00,0.20,-2.04,2.04,"EOD_MARK:1"
frxNZDUSD,2026-01-05,2026-04-05,ranging/med-vol,2,1,1,0.00,0.38,-3.75,3.78,"BIAS_REVERSAL:1 EOD_MARK:1"
frxNZDUSD,2026-02-04,2026-05-05,ranging/med-vol,2,0,2,0.00,0.76,-7.59,7.59,"BIAS_REVERSAL:2"
frxNZDUSD,2026-03-06,2026-06-04,ranging/med-vol,1,0,1,0.00,0.38,-3.81,3.81,"BIAS_REVERSAL:1"
frxNZDUSD,2026-04-05,2026-07-04,ranging/med-vol,2,1,1,0.05,0.14,-0.94,1.4,"BIAS_REVERSAL:1 EOD_MARK:1"
frxGBPJPY,2025-07-09,2025-10-07,ranging/low-vol,2,0,2,0.00,0.05,-0.49,0.49,"BIAS_REVERSAL:2"
frxGBPJPY,2025-08-08,2025-11-06,ranging/low-vol,1,0,1,0.00,0.02,-0.15,0.15,"BIAS_REVERSAL:1"
frxGBPJPY,2025-09-07,2025-12-06,ranging/med-vol,1,1,0,0.12,0.00,1.16,0,"EOD_MARK:1"
frxGBPJPY,2025-10-07,2026-01-05,ranging/med-vol,1,1,0,0.29,0.00,2.94,0,"EOD_MARK:1"
frxGBPJPY,2025-11-06,2026-02-04,trending/med-vol,1,1,0,0.33,0.00,3.28,0,"BIAS_REVERSAL:1"
frxGBPJPY,2025-12-06,2026-03-06,ranging/med-vol,1,1,0,0.15,0.00,1.5,0,"BIAS_REVERSAL:1"
frxGBPJPY,2026-01-05,2026-04-05,ranging/med-vol,1,0,1,0.00,0.07,-0.72,0.72,"EOD_MARK:1"
frxGBPJPY,2026-02-04,2026-05-05,ranging/med-vol,1,1,0,0.03,0.00,0.35,0,"EOD_MARK:1"
frxGBPJPY,2026-03-06,2026-06-04,ranging/low-vol,1,1,0,0.12,0.00,1.19,0,"EOD_MARK:1"
frxGBPJPY,2026-04-05,2026-07-04,ranging/low-vol,1,1,0,0.18,0.00,1.8,0,"EOD_MARK:1"
frxEURGBP,2025-07-09,2025-10-07,ranging/low-vol,4,2,2,0.04,0.13,-0.87,1.31,"BIAS_REVERSAL:4"
frxEURGBP,2025-08-08,2025-11-06,ranging/low-vol,2,2,0,0.04,0.00,0.44,0,"BIAS_REVERSAL:2"
frxEURGBP,2025-09-07,2025-12-06,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
frxEURGBP,2025-10-07,2026-01-05,ranging/low-vol,1,1,0,0.01,0.00,0.1,0,"EOD_MARK:1"
frxEURGBP,2025-11-06,2026-02-04,ranging/low-vol,1,1,0,0.11,0.00,1.08,0,"EOD_MARK:1"
frxEURGBP,2025-12-06,2026-03-06,ranging/low-vol,1,0,1,0.00,0.01,-0.09,0.09,"BIAS_REVERSAL:1"
frxEURGBP,2026-01-05,2026-04-05,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
frxEURGBP,2026-02-04,2026-05-05,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
frxEURGBP,2026-03-06,2026-06-04,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
frxEURGBP,2026-04-05,2026-07-04,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
frxEURCHF,2025-07-09,2025-10-07,ranging/low-vol,1,0,1,0.00,0.07,-0.72,0.72,"BIAS_REVERSAL:1"
frxEURCHF,2025-08-08,2025-11-06,ranging/low-vol,1,0,1,0.00,0.09,-0.91,0.91,"EOD_MARK:1"
frxEURCHF,2025-09-07,2025-12-06,ranging/low-vol,1,0,1,0.00,0.07,-0.65,0.65,"BIAS_REVERSAL:1"
frxEURCHF,2025-10-07,2026-01-05,ranging/low-vol,1,0,1,0.00,0.07,-0.65,0.65,"BIAS_REVERSAL:1"
frxEURCHF,2025-11-06,2026-02-04,ranging/low-vol,1,0,1,0.00,0.01,-0.05,0.05,"BIAS_REVERSAL:1"
frxEURCHF,2025-12-06,2026-03-06,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
frxEURCHF,2026-01-05,2026-04-05,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
frxEURCHF,2026-02-04,2026-05-05,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
frxEURCHF,2026-03-06,2026-06-04,ranging/low-vol,1,0,1,0.00,0.05,-0.5,0.5,"BIAS_REVERSAL:1"
frxEURCHF,2026-04-05,2026-07-04,ranging/low-vol,1,0,1,0.00,0.05,-0.5,0.5,"BIAS_REVERSAL:1"
frxEURCAD,2025-07-09,2025-10-07,ranging/low-vol,1,1,0,0.19,0.00,1.94,0,"EOD_MARK:1"
frxEURCAD,2025-08-08,2025-11-06,ranging/low-vol,1,1,0,0.08,0.00,0.8,0,"EOD_MARK:1"
frxEURCAD,2025-09-07,2025-12-06,ranging/low-vol,1,0,1,0.00,0.03,-0.27,0.27,"BIAS_REVERSAL:1"
frxEURCAD,2025-10-07,2026-01-05,ranging/low-vol,1,0,1,0.00,0.07,-0.66,0.66,"BIAS_REVERSAL:1"
frxEURCAD,2025-11-06,2026-02-04,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
frxEURCAD,2025-12-06,2026-03-06,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
frxEURCAD,2026-01-05,2026-04-05,ranging/low-vol,1,0,1,0.00,0.25,-2.52,2.52,"EOD_MARK:1"
frxEURCAD,2026-02-04,2026-05-05,ranging/low-vol,1,0,1,0.00,0.37,-3.67,3.67,"BIAS_REVERSAL:1"
frxEURCAD,2026-03-06,2026-06-04,ranging/low-vol,2,1,1,0.00,0.32,-3.22,3.23,"BIAS_REVERSAL:1 EOD_MARK:1"
frxEURCAD,2026-04-05,2026-07-04,ranging/low-vol,1,1,0,0.06,0.00,0.58,0,"EOD_MARK:1"
frxEURAUD,2025-07-09,2025-10-07,ranging/low-vol,3,1,2,0.02,0.05,-0.23,0.44,"BIAS_REVERSAL:3"
frxEURAUD,2025-08-08,2025-11-06,ranging/low-vol,2,1,1,0.02,0.00,0.21,0.02,"BIAS_REVERSAL:2"
frxEURAUD,2025-09-07,2025-12-06,ranging/med-vol,3,1,2,0.12,0.09,0.27,0.95,"BIAS_REVERSAL:2 EOD_MARK:1"
frxEURAUD,2025-10-07,2026-01-05,ranging/med-vol,1,1,0,0.14,0.00,1.45,0,"EOD_MARK:1"
frxEURAUD,2025-11-06,2026-02-04,ranging/med-vol,2,2,0,0.20,0.00,2.01,0,"BIAS_REVERSAL:1 EOD_MARK:1"
frxEURAUD,2025-12-06,2026-03-06,ranging/med-vol,2,2,0,0.20,0.00,2.04,0,"BIAS_REVERSAL:1 EOD_MARK:1"
frxEURAUD,2026-01-05,2026-04-05,ranging/med-vol,2,2,0,0.08,0.00,0.78,0,"BIAS_REVERSAL:1 EOD_MARK:1"
frxEURAUD,2026-02-04,2026-05-05,ranging/med-vol,1,1,0,0.03,0.00,0.33,0,"EOD_MARK:1"
frxEURAUD,2026-03-06,2026-06-04,ranging/low-vol,1,1,0,0.06,0.00,0.59,0,"EOD_MARK:1"
frxEURAUD,2026-04-05,2026-07-04,ranging/low-vol,1,0,1,0.00,0.13,-1.35,1.35,"BIAS_REVERSAL:1"
frxXAUUSD,2025-07-09,2025-10-07,trending/med-vol,3,2,1,1.65,0.10,15.46,1.01,"BIAS_REVERSAL:1 TP:1 EOD_MARK:1"
frxXAUUSD,2025-08-08,2025-11-06,trending/high-vol,2,2,0,1.69,0.00,16.89,0,"TP:1 EOD_MARK:1"
frxXAUUSD,2025-09-07,2025-12-06,ranging/high-vol,2,1,1,1.60,0.05,15.48,0.45,"TP:1 EOD_MARK:1"
frxXAUUSD,2025-10-07,2026-01-05,ranging/high-vol,1,1,0,0.97,0.00,9.71,0,"EOD_MARK:1"
frxXAUUSD,2025-11-06,2026-02-04,ranging/high-vol,2,1,1,1.60,0.80,8,6.9,"TP:1 SL:1"
frxXAUUSD,2025-12-06,2026-03-06,trending/high-vol,2,1,1,0.17,0.80,-6.25,8,"SL:1 EOD_MARK:1"
frxXAUUSD,2026-01-05,2026-04-05,ranging/high-vol,2,0,2,0.00,1.60,-16,16,"SL:2"
frxXAUUSD,2026-02-04,2026-05-05,ranging/high-vol,1,0,1,0.00,0.80,-8,8,"SL:1"
frxXAUUSD,2026-03-06,2026-06-04,ranging/high-vol,1,0,1,0.00,0.80,-8,8,"SL:1"
frxXAUUSD,2026-04-05,2026-07-04,ranging/high-vol,1,1,0,0.03,0.00,0.27,0,"EOD_MARK:1"
frxXAGUSD,2025-07-09,2025-10-07,trending/high-vol,2,2,0,2.48,0.00,24.83,0,"TP:1 EOD_MARK:1"
frxXAGUSD,2025-08-08,2025-11-06,trending/high-vol,4,3,1,3.29,0.80,24.86,6.06,"TP:2 SL:1 EOD_MARK:1"
frxXAGUSD,2025-09-07,2025-12-06,trending/high-vol,4,3,1,3.12,0.30,28.17,2.58,"TP:1 BIAS_REVERSAL:2 EOD_MARK:1"
frxXAGUSD,2025-10-07,2026-01-05,ranging/high-vol,3,2,1,1.93,0.80,11.28,8,"SL:1 BIAS_REVERSAL:1 TP:1"
frxXAGUSD,2025-11-06,2026-02-04,trending/high-vol,4,3,1,4.80,0.20,46.01,1.99,"BIAS_REVERSAL:1 TP:3"
frxXAGUSD,2025-12-06,2026-03-06,trending/high-vol,4,2,2,3.20,1.60,16,12.12,"TP:2 SL:2"
frxXAGUSD,2026-01-05,2026-04-05,ranging/high-vol,4,2,2,3.20,1.60,16,12.12,"TP:2 SL:2"
frxXAGUSD,2026-02-04,2026-05-05,ranging/high-vol,2,0,2,0.00,1.60,-16,16,"SL:2"
frxXAGUSD,2026-03-06,2026-06-04,ranging/high-vol,1,1,0,1.60,0.00,16,0,"TP:1"
frxXAGUSD,2026-04-05,2026-07-04,ranging/high-vol,2,2,0,1.98,0.00,19.8,0,"TP:1 EOD_MARK:1"
cryBTCUSD,2025-07-09,2025-10-07,ranging/high-vol,1,0,1,0.00,0.23,-2.33,2.33,"BIAS_REVERSAL:1"
cryBTCUSD,2025-08-08,2025-11-06,ranging/high-vol,1,0,1,0.00,0.11,-1.13,1.13,"BIAS_REVERSAL:1"
cryBTCUSD,2025-09-07,2025-12-06,ranging/high-vol,2,0,2,0.00,0.24,-2.38,2.38,"BIAS_REVERSAL:1 EOD_MARK:1"
cryBTCUSD,2025-10-07,2026-01-05,ranging/high-vol,2,0,2,0.00,0.36,-3.61,3.61,"BIAS_REVERSAL:2"
cryBTCUSD,2025-11-06,2026-02-04,ranging/high-vol,1,0,1,0.00,0.25,-2.48,2.48,"BIAS_REVERSAL:1"
cryBTCUSD,2025-12-06,2026-03-06,ranging/high-vol,2,1,1,0.04,0.00,0.36,0.01,"BIAS_REVERSAL:1 EOD_MARK:1"
cryBTCUSD,2026-01-05,2026-04-05,ranging/high-vol,1,0,1,0.00,0.28,-2.78,2.78,"BIAS_REVERSAL:1"
cryBTCUSD,2026-02-04,2026-05-05,ranging/high-vol,2,1,1,0.27,0.33,-0.58,3.27,"BIAS_REVERSAL:1 EOD_MARK:1"
cryBTCUSD,2026-03-06,2026-06-04,ranging/high-vol,2,0,2,0.00,0.94,-9.38,9.38,"BIAS_REVERSAL:2"
cryBTCUSD,2026-04-05,2026-07-04,ranging/high-vol,2,1,1,0.16,0.35,-1.92,3.52,"BIAS_REVERSAL:2"
cryETHUSD,2025-07-09,2025-10-07,ranging/high-vol,3,2,1,1.97,0.31,16.62,2.58,"BIAS_REVERSAL:2 TP:1"
cryETHUSD,2025-08-08,2025-11-06,ranging/high-vol,1,1,0,0.14,0.00,1.38,0,"BIAS_REVERSAL:1"
cryETHUSD,2025-09-07,2025-12-06,ranging/high-vol,1,1,0,0.23,0.00,2.29,0,"EOD_MARK:1"
cryETHUSD,2025-10-07,2026-01-05,ranging/high-vol,1,1,0,0.07,0.00,0.74,0,"BIAS_REVERSAL:1"
cryETHUSD,2025-11-06,2026-02-04,ranging/high-vol,1,1,0,0.07,0.00,0.74,0,"BIAS_REVERSAL:1"
cryETHUSD,2025-12-06,2026-03-06,ranging/high-vol,1,0,1,0.00,0.08,-0.83,0.83,"EOD_MARK:1"
cryETHUSD,2026-01-05,2026-04-05,ranging/high-vol,1,0,1,0.00,0.80,-8,8,"SL:1"
cryETHUSD,2026-02-04,2026-05-05,ranging/high-vol,2,1,1,0.56,0.80,-2.43,8,"SL:1 EOD_MARK:1"
cryETHUSD,2026-03-06,2026-06-04,ranging/high-vol,2,1,1,0.15,0.04,1.07,0.42,"BIAS_REVERSAL:1 EOD_MARK:1"
cryETHUSD,2026-04-05,2026-07-04,ranging/high-vol,3,1,2,0.09,0.51,-4.23,4.25,"BIAS_REVERSAL:3"
BOOM50,2025-11-26,2026-02-24,ranging/low-vol,2,0,2,0.00,0.05,-0.53,0.53,"BIAS_REVERSAL:2"
BOOM50,2025-12-26,2026-03-26,ranging/low-vol,0,0,0,0.00,0.00,0,0,""
BOOM50,2026-01-25,2026-04-25,ranging/low-vol,1,1,0,0.02,0.00,0.2,0,"BIAS_REVERSAL:1"
BOOM50,2026-02-24,2026-05-25,trending/low-vol,2,2,0,0.13,0.00,1.26,0,"BIAS_REVERSAL:1 EOD_MARK:1"
BOOM50,2026-03-26,2026-06-24,ranging/low-vol,4,3,1,0.11,0.01,0.94,0.11,"BIAS_REVERSAL:3 EOD_MARK:1"
BOOM500,2025-07-09,2025-10-07,ranging/high-vol,1,1,0,0.83,0.00,8.25,0,"EOD_MARK:1"
BOOM500,2025-08-08,2025-11-06,ranging/high-vol,2,2,0,0.75,0.00,7.47,0,"BIAS_REVERSAL:1 EOD_MARK:1"
BOOM500,2025-09-07,2025-12-06,ranging/high-vol,2,1,1,0.18,0.32,-1.43,3.24,"BIAS_REVERSAL:2"
BOOM500,2025-10-07,2026-01-05,ranging/high-vol,5,3,2,0.71,0.38,3.35,2.07,"BIAS_REVERSAL:4 EOD_MARK:1"
BOOM500,2025-11-06,2026-02-04,ranging/high-vol,3,2,1,0.76,0.17,5.86,1.7,"BIAS_REVERSAL:3"
BOOM500,2025-12-06,2026-03-06,ranging/high-vol,5,2,3,0.76,0.60,1.56,4.06,"BIAS_REVERSAL:5"
BOOM500,2026-01-05,2026-04-05,ranging/high-vol,4,1,3,0.07,0.49,-4.14,4.82,"BIAS_REVERSAL:3 EOD_MARK:1"
BOOM500,2026-02-04,2026-05-05,ranging/high-vol,3,0,3,0.00,0.50,-5.01,5.01,"BIAS_REVERSAL:3"
BOOM500,2026-03-06,2026-06-04,ranging/high-vol,2,0,2,0.00,0.26,-2.62,2.62,"BIAS_REVERSAL:2"
BOOM500,2026-04-05,2026-07-04,ranging/high-vol,1,0,1,0.00,0.19,-1.92,1.92,"BIAS_REVERSAL:1"
BOOM600,2025-07-09,2025-10-07,ranging/high-vol,4,3,1,0.36,0.58,-2.23,5.82,"BIAS_REVERSAL:3 EOD_MARK:1"
BOOM600,2025-08-08,2025-11-06,ranging/high-vol,4,1,3,0.25,0.85,-6.04,6.04,"BIAS_REVERSAL:4"
BOOM600,2025-09-07,2025-12-06,ranging/high-vol,4,1,3,0.25,0.58,-3.33,5.66,"BIAS_REVERSAL:4"
BOOM600,2025-10-07,2026-01-05,ranging/high-vol,2,0,2,0.00,0.39,-3.89,3.89,"BIAS_REVERSAL:2"
BOOM600,2025-11-06,2026-02-04,ranging/high-vol,1,0,1,0.00,0.31,-3.14,3.14,"BIAS_REVERSAL:1"
BOOM600,2025-12-06,2026-03-06,ranging/high-vol,1,1,0,0.10,0.00,0.95,0,"BIAS_REVERSAL:1"
BOOM600,2026-01-05,2026-04-05,ranging/high-vol,2,2,0,0.21,0.00,2.13,0,"BIAS_REVERSAL:1 EOD_MARK:1"
BOOM600,2026-02-04,2026-05-05,ranging/high-vol,3,1,2,0.10,0.31,-2.1,3.02,"BIAS_REVERSAL:2 EOD_MARK:1"
BOOM600,2026-03-06,2026-06-04,ranging/high-vol,3,0,3,0.00,1.05,-10.48,10.48,"BIAS_REVERSAL:3"
BOOM600,2026-04-05,2026-07-04,ranging/high-vol,3,0,3,0.00,1.30,-13.03,13.03,"BIAS_REVERSAL:3"
BOOM900,2025-07-09,2025-10-07,ranging/high-vol,3,0,3,0.00,0.42,-4.23,4.23,"BIAS_REVERSAL:3"
BOOM900,2025-08-08,2025-11-06,ranging/high-vol,2,1,1,0.12,0.11,0.15,1.08,"BIAS_REVERSAL:1 EOD_MARK:1"
BOOM900,2025-09-07,2025-12-06,ranging/high-vol,1,0,1,0.00,0.13,-1.32,1.32,"BIAS_REVERSAL:1"
BOOM900,2025-10-07,2026-01-05,ranging/high-vol,2,0,2,0.00,0.21,-2.13,2.13,"BIAS_REVERSAL:2"
BOOM900,2025-11-06,2026-02-04,ranging/high-vol,3,1,2,0.12,0.35,-2.23,3.47,"BIAS_REVERSAL:2 EOD_MARK:1"
BOOM900,2025-12-06,2026-03-06,trending/high-vol,2,1,1,0.21,0.08,1.31,0.8,"BIAS_REVERSAL:1 EOD_MARK:1"
BOOM900,2026-01-05,2026-04-05,ranging/high-vol,1,1,0,0.27,0.00,2.66,0,"BIAS_REVERSAL:1"
BOOM900,2026-02-04,2026-05-05,ranging/high-vol,1,1,0,0.09,0.00,0.87,0,"BIAS_REVERSAL:1"
BOOM900,2026-03-06,2026-06-04,ranging/high-vol,1,0,1,0.00,0.05,-0.54,0.54,"BIAS_REVERSAL:1"
BOOM900,2026-04-05,2026-07-04,ranging/high-vol,1,1,0,0.11,0.00,1.07,0,"EOD_MARK:1"
BOOM1000,2025-07-09,2025-10-07,ranging/high-vol,1,1,0,0.08,0.00,0.81,0,"BIAS_REVERSAL:1"
BOOM1000,2025-08-08,2025-11-06,ranging/high-vol,1,0,1,0.00,0.03,-0.26,0.26,"EOD_MARK:1"
BOOM1000,2025-09-07,2025-12-06,trending/high-vol,1,1,0,0.40,0.00,4,0,"EOD_MARK:1"
BOOM1000,2025-10-07,2026-01-05,trending/high-vol,2,1,1,0.18,0.11,0.64,1.1,"BIAS_REVERSAL:1 EOD_MARK:1"
BOOM1000,2025-11-06,2026-02-04,ranging/high-vol,3,2,1,0.24,0.15,0.88,1.45,"BIAS_REVERSAL:2 EOD_MARK:1"
BOOM1000,2025-12-06,2026-03-06,ranging/high-vol,2,1,1,0.51,0.15,3.64,1.47,"BIAS_REVERSAL:1 EOD_MARK:1"
BOOM1000,2026-01-05,2026-04-05,ranging/high-vol,2,2,0,0.51,0.00,5.09,0,"BIAS_REVERSAL:2"
BOOM1000,2026-02-04,2026-05-05,ranging/high-vol,4,3,1,0.45,0.11,3.41,1.08,"BIAS_REVERSAL:4"
BOOM1000,2026-03-06,2026-06-04,ranging/high-vol,3,2,1,0.17,0.11,0.61,1.11,"BIAS_REVERSAL:3"
