symbol,direction,entry_time,entry_price,exit_time,exit_price,stake,multiplier,pnl,outcome,equity_after
frxEURUSD,sell,2026-06-18T08:00:00.000Z,1.15129,2026-06-26T20:45:00.000Z,1.1382,20,100,22.74,EOD_MARK,1022.74
